Masha and the Bear: Kids Games,Adventure Action & Adventure,97M,2.3.4,21 June 2016,com.indigokids.mim,Masha and the Bear: Kids Games,Adventure,97M,2.3.4,June 21, 2016,http://dl3.apk-dl.com/root/apk/2016/6/22/com.indigokids.mim_1606171604.apk?f=Masha and the Bear: Kids Games_2.3.4_apk-dl.com.apk,
Family Guy The Quest for Stuff,Adventure,,,30 June 2016,com.tinyco.familyguy,Family Guy The Quest for Stuff,Adventure,Undefined,1.25.5,June 30, 2016,http://dl3.apk-dl.com/root/apk/2016/7/5/com.tinyco.familyguy_12551.apk?f=Family Guy The Quest for Stuff_1.25.5_apk-dl.com.apk,
KIM KARDASHIAN: HOLLYWOOD,Adventure,93M,5.2.0,30 June 2016,com.glu.stardomkim,KIM KARDASHIAN: HOLLYWOOD,Adventure,93M,5.2.0,June 30, 2016,http://dl3.apk-dl.com/root/apk/2016/6/29/com.glu.stardomkim_52001.apk?f=KIM KARDASHIAN: HOLLYWOOD_5.2.0_apk-dl.com.apk,
MARVEL Avengers Academy,Adventure,,,8 July 2016,com.tinyco.avengers,MARVEL Avengers Academy,Adventure,Undefined,1.1.5.1,July 8, 2016,http://dl3.apk-dl.com/root/apk/2016/7/9/com.tinyco.avengers_287.apk?f=MARVEL Avengers Academy_1.1.5.1_apk-dl.com.apk,
Terraria.,Adventure,103M,1.2.12715,17 June 2016,com.and.games505.TerrariaPaid,Terraria.,Adventure,103M,1.2.12715,June 17, 2016,http:,
LEGO® Juniors Quest,Adventure Action & Adventure,97M,4.0.2,4 February 2016,com.lego.juniors.quest,LEGO® Juniors Quest,Adventure,97M,4.0.2,February 4, 2016,http://dl3.apk-dl.com/root/apk/2016/2/6/com.lego.juniors.quest_18.apk?f=LEGO® Juniors Quest_4.0.2_apk-dl.com.apk,
Medieval Craft 3,Adventure,25M,1.0.7,8 May 2016,net.SandStormEarl.MC3TB,Medieval Craft 3,Adventure,25M,1.0.7,May 8, 2016,http://dl3.apk-dl.com/root/apk/2016/5/8/net.SandStormEarl.MC3TB_1000007.apk?f=Medieval Craft 3_1.0.7_apk-dl.com.apk,
The Secret Society®,Adventure,435M,1.20,23 June 2016,com.g5e.secretsociety,The Secret Society®,Adventure,435M,1.20,June 23, 2016,http://dl3.apk-dl.com/store/download?id=com.g5e.secretsociety,
Swordigo,Adventure,49M,1.3.3,23 September 2015,com.touchfoo.swordigo,Swordigo,Adventure,49M,1.3.3,September 23, 2015,http://dl3.apk-dl.com/root/apk/2015/9/25/com.touchfoo.swordigo_17.apk?f=Swordigo_1.3.3_apk-dl.com.apk,
Danger Dash,Adventure,20M,3.0.3,10 September 2014,com.gameloft.android.ANMP.GloftJDHM,Danger Dash,Adventure,20M,3.0.3,September 10, 2014,http://dl3.apk-dl.com/root/apk/2015/10/29/com.gameloft.android.ANMP.GloftJDHM_30320.apk?f=Danger Dash_3.0.3_apk-dl.com.apk,
Monster Warlord,Adventure,15M,3.0.1,30 June 2016,com.gamevil.monster.global,Monster Warlord,Adventure,15M,3.0.1,June 30, 2016,http://dl3.apk-dl.com/root/apk/2016/7/1/com.gamevil.monster.global_301.apk?f=Monster Warlord_3.0.1_apk-dl.com.apk,
Ingress,Adventure,35M,1.103.0,28 June 2016,com.nianticproject.ingress,Ingress,Adventure,35M,1.103.0,June 28, 2016,http://dl3.apk-dl.com/root/apk/2016/6/29/com.nianticproject.ingress_11030.apk?f=Ingress_1.103.0_apk-dl.com.apk,
Growtopia,Adventure,44M,2.31,12 June 2016,com.rtsoft.growtopia,Growtopia,Adventure,44M,2.31,June 12, 2016,http://dl3.apk-dl.com/root/apk/2016/6/13/com.rtsoft.growtopia_125.apk?f=Growtopia_2.31_apk-dl.com.apk,
Shipwrecked:Lost Island Story,Adventure,,,26 May 2016,com.kiwi.shipwrecked,Shipwrecked Lost Island Story,Adventure,Undefined,3.0.6,May 26, 2016,http://dl3.apk-dl.com/root/apk/2016/5/30/com.kiwi.shipwrecked_2186.apk?f=Shipwrecked Lost Island Story_3.0.6_apk-dl.com.apk,
Devil ninja 2,Adventure,11M,2.9.3,11 September 2015,com.droidstudio.game.devil2,Devil Ninja 2,Adventure,11M,2.9.3,September 11, 2015,http://dl3.apk-dl.com/root/apk/2015/9/13/com.droidstudio.game.devil2_152.apk?f=Devil Ninja 2_2.9.3_apk-dl.com.apk,
SWAT Sniper Anti-terrorist,Adventure,37M,1.0.5,31 May 2016,com.shooterswatgame.sniperswat,SWAT Sniper Anti-terrorist,Adventure,37M,1.0.5,May 31, 2016,http://dl3.apk-dl.com/root/apk/2016/6/1/com.shooterswatgame.sniperswat_6.apk?f=SWAT Sniper Anti-terrorist_1.0.5_apk-dl.com.apk,
The Walking Dead: Season Two,Adventure,,,3 November 2014,com.telltalegames.walkingdead200,The Walking Dead: Season Two,Adventure,Undefined,1.31,November 3, 2014,http://dl3.apk-dl.com/root/apk/2015/11/1/com.telltalegames.walkingdead200_10131.apk?f=The Walking Dead: Season Two_1.31_apk-dl.com.apk,
Westbound Adventure Town City,Adventure,Varies with device,Varies with device,29 May 2016,com.kiwi.westbound,Westbound Adventure City Town,Adventure,Undefined,1.8.0,May 29, 2016,http://dl3.apk-dl.com/store/download?id=com.kiwi.westbound,
Multicraft: Pocket Edition,Adventure,24M,2.0.0,11 November 2015,com.touchapp.multipecraft,Multicraft: Pocket Edition,Adventure,24M,2.0.0,November 11, 2015,http://dl3.apk-dl.com/root/apk/2015/11/14/com.touchapp.multipecraft_2.apk?f=Multicraft: Pocket Edition_2.0.0_apk-dl.com.apk,
Transformers: RobotsInDisguise,Adventure Action & Adventure,212M,1.6.1,2 March 2016,com.hasbro.tf360appstore,Transformers: RobotsInDisguise,Adventure,212M,1.6.1,March 2, 2016,http://dl3.apk-dl.com/root/apk/2016/3/3/com.hasbro.tf360appstore_1006001.apk?f=Transformers: RobotsInDisguise_1.6.1_apk-dl.com.apk,
Super Oscar,Adventure,,,4 May 2016,com.Chorrus.SuperOscar,Super Oscar,Adventure,Undefined,1.12.2,May 4, 2016,http://dl3.apk-dl.com/root/apk/2016/5/6/com.Chorrus.SuperOscar_1012002.apk?f=Super Oscar_1.12.2_apk-dl.com.apk,
ZOMBIES ATE MY FRIENDS,Adventure,49M,2.1.1,8 May 2014,com.glu.zamf1,ZOMBIES ATE MY FRIENDS,Adventure,49M,2.1.1,May 8, 2014,http://dl3.apk-dl.com/store/download?id=com.glu.zamf1,
Zombie Village,Adventure,13M,1.33,12 June 2014,com.roidgame.zombieville,Zombie Village,Adventure,13M,1.33,June 12, 2014,http://dl3.apk-dl.com/store/download?id=com.roidgame.zombieville,
Army Sniper,Adventure,5.4M,1.4.5,21 November 2013,com.sniper.activity,Army Sniper,Adventure,5.4M,1.4.5,November 21, 2013,http://dl3.apk-dl.com/store/download?id=com.sniper.activity,
Bunny Skater,Adventure,4.7M,1.5,19 November 2013,com.dq.zombieskater.main,Bunny Skater,Adventure,4.7M,1.5,November 19, 2013,http://dl3.apk-dl.com/store/download?id=com.dq.zombieskater.main,
Cops N Robbers 2,Adventure,48M,2.1.5,18 May 2016,com.joydo.cnrjb2,Cops N Robbers 2,Adventure,48M,2.1.5,May 18, 2016,http://dl3.apk-dl.com/root/apk/2016/5/25/com.joydo.cnrjb2_18.apk?f=Cops N Robbers 2_2.1.5_apk-dl.com.apk,
Zombie Dash,Adventure,5.6M,3.2,8 March 2013,com.a1.game.vszombies,Zombie Dash,Adventure,5.6M,3.2,March 8, 2013,http://dl3.apk-dl.com/store/download?id=com.a1.game.vszombies,
Jurassic Craft,Adventure,23M,1.0.4,17 April 2016,net.HypercraftSarl.JC,Jurassic Craft,Adventure,23M,1.0.4,April 17, 2016,http://dl3.apk-dl.com/root/apk/2016/4/20/net.HypercraftSarl.JC_1000004.apk?f=Jurassic Craft_1.0.4_apk-dl.com.apk,
Cubed Craft: Survival,Adventure,22M,1.0.24,15 October 2015,com.Interactive707.VoxelCraft,Cubed Craft: Survival,Adventure,22M,1.0.24,October 15, 2015,http://dl3.apk-dl.com/store/download?id=com.Interactive707.VoxelCraft,
HellFire: The Summoning,Adventure,53M,5.4,7 June 2016,com.mobage.ww.a953.Fuzion_Android,HellFire: The Summoning,Adventure,53M,5.4,June 7, 2016,http://dl3.apk-dl.com/root/apk/2016/6/11/com.mobage.ww.a953.Fuzion_Android_144.apk?f=HellFire: The Summoning_5.4_apk-dl.com.apk,
Gino´s World,Adventure,4.3M,1,26 July 2015,com.jungle.dario.run.world,Gino´s World,Adventure,4.3M,1,July 26, 2015,http://dl3.apk-dl.com/root/apk/2015/10/30/com.jungle.dario.run.world_6.apk?f=Gino´s World_1_apk-dl.com.apk,
Hard Time (Prison Sim),Adventure,37M,1.320,25 June 2016,air.HardTime,Hard Time (Prison Sim),Adventure,37M,1.320,June 25, 2016,http://dl3.apk-dl.com/root/apk/2016/6/26/air.HardTime_1320000.apk?f=Hard Time (Prison Sim)_1.320_apk-dl.com.apk,
The Blockheads,Adventure,158M,1.6.1.2,14 January 2016,com.noodlecake.blockheads,The Blockheads,Adventure,158M,1.6.1.2,January 14, 2016,http://dl3.apk-dl.com/root/apk/2016/1/18/com.noodlecake.blockheads_1452614214.apk?f=The Blockheads_1.6.1.2_apk-dl.com.apk,
Reckless Moto Rider,Adventure,4.0M,1.5,25 November 2013,com.kingsky.moto3dAndroid,Reckless Moto,Adventure,4.0M,1.5,November 25, 2013,http://dl3.apk-dl.com/store/download?id=com.kingsky.moto3dAndroid,
Draw a Stickman: EPIC Free,Adventure,46M,1.4.3.104,10 April 2015,com.hitcents.stickmanepicfree,Draw a Stickman: EPIC Free,Adventure,46M,1.4.3.104,April 10, 2015,http://dl3.apk-dl.com/store/download?id=com.hitcents.stickmanepicfree,
거지 키우기,Adventure,58M,5.0.0,7 July 2016,com.manababa.BeggarKing,거지 키우기,Adventure,58M,5.0.0,July 7, 2016,http://dl3.apk-dl.com/root/apk/2016/7/8/com.manababa.BeggarKing_281.apk?f=거지 키우기_5.0.0_apk-dl.com.apk,
Tiny Miner,Adventure,28M,1.2.3,23 June 2016,com.qube.tinyminer,Tiny Miner,Adventure,28M,1.2.3,June 23, 2016,http://dl3.apk-dl.com/root/apk/2016/7/10/com.qube.tinyminer_1002003.apk?f=Tiny Miner_1.2.3_apk-dl.com.apk,
Adventure Time: Heroes of Ooo,Adventure,Varies with device,Varies with device,5 July 2016,com.globalfun.adventuretime.free,Adventure Time: Heroes of Ooo,Adventure,Undefined,,July 5, 2016,http://dl3.apk-dl.com/store/download?id=com.globalfun.adventuretime.free,
Dead Ninja Mortal Shadow,Adventure,43M,1.1.11,16 March 2016,com.microgames.deadninja,Dead Ninja Mortal Shadow,Adventure,43M,1.1.11,March 16, 2016,http://dl3.apk-dl.com/root/apk/2016/3/19/com.microgames.deadninja_1001011.apk?f=Dead Ninja Mortal Shadow_1.1.11_apk-dl.com.apk,
Crazy Wheels,Adventure,7.2M,1.0.5,5 May 2016,com.kx.box,Crazy Wheels,Adventure,7.2M,1.0.5,May 5, 2016,http://dl3.apk-dl.com/root/apk/2016/5/6/com.kx.box_6.apk?f=Crazy Wheels_1.0.5_apk-dl.com.apk,
Ever After High™: Baby Dragons,Adventure Creativity,82M,1.3,25 May 2016,com.mattel.eahdragons,Ever After High™: Baby Dragons,Adventure,82M,1.3,May 25, 2016,http://dl3.apk-dl.com/store/download?id=com.mattel.eahdragons,
Savanna Craft,Adventure,25M,1.0.6,15 September 2015,net.HypercraftSarl.SC,Savanna Craft,Adventure,25M,1.0.6,September 15, 2015,http://dl3.apk-dl.com/store/download?id=net.HypercraftSarl.SC,
Village Life: Love & Babies,Adventure,415M,211.0.2.261.0,7 July 2016,com.playdemic.villagelife.android,Village Life: Love & Babies,Adventure,415M,211.0.2.261.0,July 7, 2016,http://dl3.apk-dl.com/root/apk/2016/7/7/com.playdemic.villagelife.android_211.apk?f=Village Life: Love  Babies_211.0.2.261.0_apk-dl.com.apk,
World Craft: Survival,Adventure,19M,5.0.0,24 December 2015,com.stechapp.worldcraft,World Craft: Survival,Adventure,19M,5.0.0,December 24, 2015,http://dl3.apk-dl.com/store/download?id=com.stechapp.worldcraft,
Pororo Penguin Run,Action Action & Adventure,38M,1.0.8,3 September 2014,com.mocoga.pororo,Pororo Penguin Run,Action,38M,1.0.8,September 3, 2014,http://dl3.apk-dl.com/store/download?id=com.mocoga.pororo,
Batman v Superman Who Will Win,Adventure,67M,1.1,16 March 2016,com.wb.goog.bvs.www,Batman v Superman Who Will Win,Adventure,67M,1.1,March 16, 2016,http://dl3.apk-dl.com/root/apk/2016/3/17/com.wb.goog.bvs.www_2.apk?f=Batman v Superman Who Will Win_1.1_apk-dl.com.apk,
FreeCraft,Adventure,13M,2.0,22 June 2016,com.craftgames.freecraft.free,FreeCraft,Adventure,13M,2.0,June 22, 2016,http://dl3.apk-dl.com/store/download?id=com.craftgames.freecraft.free,
Zombie Escape,Adventure,14M,1.2.2,27 January 2014,com.leagem.zombieescape,Zombie Escape,Adventure,14M,1.2.2,January 27, 2014,http://dl3.apk-dl.com/store/download?id=com.leagem.zombieescape,
Adventure Town,Adventure,,,6 May 2015,com.supersolid.adventuretown,Adventure Town,Adventure,Undefined,0.10.2,May 6, 2015,http://dl3.apk-dl.com/root/apk/2015/11/3/com.supersolid.adventuretown_100100221.apk?f=Adventure Town_0.10.2_apk-dl.com.apk,
Sandstorm: Pirate Wars,Adventure,204M,1.17.7,4 July 2016,com.ubisoft.sandstormpiratewars,Sandstorm: Pirate Wars,Adventure,204M,1.17.7,July 4, 2016,http://dl3.apk-dl.com/store/download?id=com.ubisoft.sandstormpiratewars,
Fast like a Fox,Adventure,55M,1.3.2,24 April 2016,com.waybefore.fastlikeafox,Fast like a Fox,Adventure,55M,1.3.2,April 24, 2016,http://dl3.apk-dl.com/root/apk/2016/4/25/com.waybefore.fastlikeafox_10342.apk?f=Fast like a Fox_1.3.2_apk-dl.com.apk,
Medieval Craft: Town Building,Adventure,21M,1.7.7,13 October 2015,net.SandStormEarl.MCTB,Medieval Craft: Town Building,Adventure,21M,1.7.7,October 13, 2015,http://dl3.apk-dl.com/root/apk/2015/10/14/net.SandStormEarl.MCTB_1007007.apk?f=Medieval Craft: Town Building_1.7.7_apk-dl.com.apk,
Mystery Manor,Adventure,,,23 May 2016,com.gameinsight.mmandroid,Mystery Manor,Adventure,Undefined,1.6.2,May 23, 2016,http://dl3.apk-dl.com/store/download?id=com.gameinsight.mmandroid,
Medieval Craft 2: Castle Build,Adventure,22M,1.1.4,6 March 2016,net.SandStormEarl.mc2cb,Medieval Craft 2: Castle Build,Adventure,22M,1.1.4,March 6, 2016,http://dl3.apk-dl.com/store/download?id=net.SandStormEarl.mc2cb,
Amazing Thief,Adventure,7.7M,1.1.5,26 December 2014,com.ketchapp.amazingthief,Amazing Thief,Adventure,7.7M,1.1.5,December 26, 2014,http://dl3.apk-dl.com/store/download?id=com.ketchapp.amazingthief,
Adventure Escape: Asylum,Adventure,134M,27,29 November 2015,com.haikugamesco.escapeasylum,Adventure Escape: Asylum,Adventure,134M,27,November 29, 2015,http://dl3.apk-dl.com/root/apk/2015/12/3/com.haikugamesco.escapeasylum_21.apk?f=Adventure Escape: Asylum_27_apk-dl.com.apk,
Pocket edition free,Adventure,37M,1.0,8 December 2015,com.craftinggamesfree.pocketeditionfree,Pocket edition free,Adventure,37M,1.0,December 8, 2015,http://dl3.apk-dl.com/store/download?id=com.craftinggamesfree.pocketeditionfree,
KENDALL & KYLIE,Adventure,116M,2.0.0,5 July 2016,com.glu.kandk,KENDALL & KYLIE,Adventure,116M,2.0.0,July 5, 2016,http://dl3.apk-dl.com/store/download?id=com.glu.kandk,
Piggy Boom,Casual,43M,2.3.4,7 July 2016,com.rafotech.piggyboom,Piggy Boom,Casual,43M,2.3.4,July 7, 2016,http://dl3.apk-dl.com/store/download?id=com.rafotech.piggyboom,
Draw a Stickman: EPIC 2 Free,Adventure,86M,1.1.5.18,27 May 2016,com.hitcents.drawastickmanepic2free,Draw a Stickman: EPIC 2 Free,Adventure,86M,1.1.5.18,May 27, 2016,http://dl3.apk-dl.com/root/apk/2016/5/28/com.hitcents.drawastickmanepic2free_18.apk?f=Draw a Stickman: EPIC 2 Free_1.1.5.18_apk-dl.com.apk,
Where's My Stuff? *Free*,Adventure,23M,1.2.3,8 September 2015,com.jarbull.wims,Where's My Stuff? *Free*,Adventure,23M,1.2.3,September 8, 2015,http://dl3.apk-dl.com/store/download?id=com.jarbull.wims,
Adventure Time: Masters of Ooo,Adventure,44M,1.0.30,26 May 2016,com.globalfun.masters.google,Adventure Time: Masters of Ooo,Adventure,44M,1.0.30,May 26, 2016,http://dl3.apk-dl.com/store/download?id=com.globalfun.masters.google,
X-Runner,Adventure,14M,1.0.3,5 January 2014,com.droidhen.game.xrunner,X-Runner,Adventure,14M,1.0.3,January 5, 2014,http://dl3.apk-dl.com/root/apk/2015/10/30/com.droidhen.game.xrunner_6.apk?f=X-Runner_1.0.3_apk-dl.com.apk,
회색도시 for Kakao,Adventure,33M,1.1.8,9 March 2016,com.ftt.mystkakao_and,회색도시 for Kakao,Adventure,33M,1.1.8,March 9, 2016,http://dl3.apk-dl.com/store/download?id=com.ftt.mystkakao_and,
Unlimited Coins n Keys Subway,Entertainment,3.3M,1.0,30 May 2016,com.waybizs.insur,Unlimited Coins n Keys Subway,Entertainment,3.3M,1.0,May 30, 2016,http://dl3.apk-dl.com/store/download?id=com.waybizs.insur,
Ocean Is Home: Survival Island,Adventure,96M,1.0.3,9 July 2016,com.birdydogstudio.oceanishome,Ocean Is Home: Survival Island,Adventure,96M,1.0.3,July 9, 2016,http://dl3.apk-dl.com/root/apk/2016/7/9/com.birdydogstudio.oceanishome_39.apk?f=Ocean Is Home: Survival Island_1.0.3_apk-dl.com.apk,
LEGO® NEXO KNIGHTS™:MERLOK 2.0,Adventure Action & Adventure,326M,1.2.1,31 May 2016,com.lego.nexoknights.merlok,LEGO® NEXO KNIGHTS™:MERLOK 2.0,Adventure,326M,1.2.1,May 31, 2016,http://dl3.apk-dl.com/store/download?id=com.lego.nexoknights.merlok,
Castle Subway Soni Surfers,Adventure,13M,1.0,12 December 2015,com.Castle_Subway_Soni_Surfers.bs,Castle Subway Soni Surfers,Adventure,13M,1.0,December 12, 2015,http://dl3.apk-dl.com/root/apk/2016/6/28/com.Castle_Subway_Soni_Surfers.bs_1.apk?f=Castle Subway Soni Surfers_1.0_apk-dl.com.apk,
LONEWOLF (17+),Adventure,69M,1.1.08,3 June 2016,air.com.FDGEntertainment.Lonewolf.gp,LONEWOLF (17+),Adventure,69M,1.1.08,June 3, 2016,http://dl3.apk-dl.com/root/apk/2016/6/3/air.com.FDGEntertainment.Lonewolf.gp_1001008.apk?f=LONEWOLF (17+)_1.1.08_apk-dl.com.apk,
Gem Miner,Adventure,1.4M,1.3.1,23 January 2012,au.com.phil.minedemo,Gem Miner,Adventure,1.4M,1.3.1,January 23, 2012,http://dl3.apk-dl.com/store/download?id=au.com.phil.minedemo,
BuriedTown,Adventure,24M,1.3.5,25 May 2016,com.locojoy.buriedtown,BuriedTown,Adventure,24M,1.3.5,May 25, 2016,http://dl3.apk-dl.com/root/apk/2016/5/26/com.locojoy.buriedtown_10305003.apk?f=BuriedTown_1.3.5_apk-dl.com.apk,
Nob's World - Jungle Adventure,Adventure,7.3M,4.8,2 July 2016,org.game69studio.nobworld,Nob's World - Jungle Adventure,Adventure,7.3M,4.8,July 2, 2016,http://dl3.apk-dl.com/store/download?id=org.game69studio.nobworld,
DOOORS - room escape game -,Adventure,22M,5.0.0,23 August 2013,com.kuhakuworks.DOOORS,DOOORS - room escape game -,Adventure,22M,5.0.0,August 23, 2013,http://dl3.apk-dl.com/store/download?id=com.kuhakuworks.DOOORS,
Jungle Mario Run,Adventure,28M,1.0,10 November 2015,com.island.jungleworldformario,Castle World of Mario,Adventure,28M,1.0,November 10, 2015,http://dl3.apk-dl.com/store/download?id=com.island.jungleworldformario,
Alice in the Mirrors of Albion,Adventure,69M,4.6.4,16 June 2016,com.gameinsight.mirrorsofalbionandroid,Alice in the Mirrors of Albion,Adventure,69M,4.6.4,June 16, 2016,http://dl3.apk-dl.com/root/apk/2016/6/19/com.gameinsight.mirrorsofalbionandroid_6743.apk?f=Alice in the Mirrors of Albion_4.6.4_apk-dl.com.apk,
Minecraft: Story Mode,Adventure Action & Adventure,,,26 May 2016,com.telltalegames.minecraft100,Minecraft: Story Mode,Adventure,Undefined,,May 26, 2016,http:,
STARDOM: HOLLYWOOD,Adventure,59M,3.5.0,21 May 2014,com.glu.stardomng,STARDOM: HOLLYWOOD,Adventure,59M,3.5.0,May 21, 2014,http://dl3.apk-dl.com/store/download?id=com.glu.stardomng,
Jurassic Dino Water World,Adventure,60M,6.17,30 June 2016,com.tapmonkey.dinowater,Jurassic Dino Water World,Adventure,60M,6.17,June 30, 2016,http://dl3.apk-dl.com/root/apk/2016/7/2/com.tapmonkey.dinowater_1467281871.apk?f=Jurassic Dino Water World_6.17_apk-dl.com.apk,
Crafting Guide For Minecraft,Strategy,2.7M,1.0,20 April 2016,com.andromo.dev111812.app492486,Crafting Guide For Minecraft,Strategy,2.7M,1.0,April 20, 2016,http://dl3.apk-dl.com/store/download?id=com.andromo.dev111812.app492486,
Pearl's Peril,Adventure,,,6 July 2016,com.wooga.pearlsperil,Pearl's Peril,Adventure,Undefined,,July 6, 2016,http://dl3.apk-dl.com/store/download?id=com.wooga.pearlsperil,
Terraria.,Adventure,103M,1.2.12715,17 June 2016,com.and.games505.TerrariaPaid,Terraria.,Adventure,103M,1.2.12715,June 17, 2016,http:,
﻿Dragon Land,Adventure,,3.0,8 July 2016,es.socialpoint.dragonland,﻿Dragon Land,Adventure,Undefined,3.0,July 8, 2016,http://dl3.apk-dl.com/root/apk/2016/6/15/es.socialpoint.dragonland_1606101836.apk?f=﻿Dragon Land_3.0_apk-dl.com.apk,
Pixel Zombies Hunter,Adventure,32M,1.3,5 January 2016,com.sobro.pixel.zombies.hunter.craze,Pixel Zombies Hunter,Adventure,32M,1.3,January 5, 2016,http://dl3.apk-dl.com/store/download?id=com.sobro.pixel.zombies.hunter.craze,
Super Craft HD,Adventure,9.3M,1.1.2,19 June 2015,com.supercraft.hd,Super Craft HD,Adventure,9.3M,1.1.2,June 19, 2015,http://dl3.apk-dl.com/root/apk/2015/10/31/com.supercraft.hd_3.apk?f=Super Craft HD_1.1.2_apk-dl.com.apk,
Cube Island Survival Simulator,Adventure,35M,1.7,5 July 2016,com.gamesarcade.cubesurvival,Cube Island Survival Simulator,Adventure,35M,1.7,July 5, 2016,http://dl3.apk-dl.com/store/download?id=com.gamesarcade.cubesurvival,
Angelo Rules - The game,Adventure,231M,4.0.01,27 June 2016,com.teamto.angelo.ujbr,Angelo Rules - The game,Adventure,231M,4.0.01,June 27, 2016,http://dl3.apk-dl.com/store/download?id=com.teamto.angelo.ujbr,
Dinos Online,Adventure,260M,1.1.4,21 March 2016,com.hanaGames.DinosOnline,Dinos Online,Adventure,260M,1.1.4,March 21, 2016,http://dl3.apk-dl.com/store/download?id=com.hanaGames.DinosOnline,
The Wolf Among Us,Adventure,,,23 July 2015,com.telltalegames.fables100,The Wolf Among Us,Adventure,Undefined,1.21,July 23, 2015,http://dl3.apk-dl.com/root/apk/2015/11/1/com.telltalegames.fables100_10121.apk?f=The Wolf Among Us_1.21_apk-dl.com.apk,
On My Own,Adventure,50M,2.2,20 May 2016,com.beachinteractive.omo,On My Own,Adventure,50M,2.2,May 20, 2016,http://dl3.apk-dl.com/root/apk/2016/7/8/com.beachinteractive.omo_49.apk?f=On My Own_2.2_apk-dl.com.apk,
Build Craft,Adventure,24M,1.0.6,17 April 2016,net.HypercraftSarl.BC,Build Craft,Adventure,24M,1.0.6,April 17, 2016,http://dl3.apk-dl.com/root/apk/2016/4/26/net.HypercraftSarl.BC_1000006.apk?f=Build Craft_1.0.6_apk-dl.com.apk,
Survival Island FREE,Adventure,48M,1.21,13 January 2016,com.gfstudio.survivalislandfree,Survival Island FREE,Adventure,48M,1.21,January 13, 2016,http://dl3.apk-dl.com/root/apk/2016/1/18/com.gfstudio.survivalislandfree_22.apk?f=Survival Island FREE_1.21_apk-dl.com.apk,
Age of wind 3,Adventure,87M,2.1.3,24 May 2016,com.x3m.aow3,Age of wind 3,Adventure,87M,2.1.3,May 24, 2016,http://dl3.apk-dl.com/store/download?id=com.x3m.aow3,
Assassin’s Creed® IV Companion,Adventure,182M,2.2,3 December 2013,com.ubisoft.assassin.blackflag,Assassin’s Creed® IV Companion,Adventure,182M,2.2,December 3, 2013,http://dl3.apk-dl.com/root/apk/2015/10/25/com.ubisoft.assassin.blackflag_11.apk?f=Assassin’s Creed® IV Companion_2.2_apk-dl.com.apk,
Survival Island 2: Dino Hunter,Adventure,37M,2.5,5 April 2016,com.gfstudio.survivalisland2,Survival Island 2: Dino Hunter,Adventure,37M,2.5,April 5, 2016,http://dl3.apk-dl.com/root/apk/2016/4/5/com.gfstudio.survivalisland2_16.apk?f=Survival Island 2: Dino Hunter_2.5_apk-dl.com.apk,
Deiland,Adventure,67M,1.2.9,18 June 2016,com.Xiibi.Prince,Deiland,Adventure,67M,1.2.9,June 18, 2016,http://dl3.apk-dl.com/root/apk/2016/7/8/com.Xiibi.Prince_23.apk?f=Deiland_1.2.9_apk-dl.com.apk,
Cartoon Craft: Castle World PE,Adventure,32M,2.2,3 March 2016,free.cartooncraft.pocketedition,Cartoon Craft: Castle World PE,Adventure,32M,2.2,March 3, 2016,http://dl3.apk-dl.com/store/download?id=free.cartooncraft.pocketedition,
Cube Escape: Birthday,Adventure,25M,2.0.1,8 July 2016,air.com.RustyLake.CubeEscapeBirthday,Cube Escape: Birthday,Adventure,25M,2.0.1,July 8, 2016,http://dl3.apk-dl.com/store/download?id=air.com.RustyLake.CubeEscapeBirthday,
It Girl Story - Hollywood Star,Adventure,258M,1.999,3 May 2016,com.crazylabs.ttgirl,It Girl!,Adventure,258M,1.999,May 3, 2016,http://dl3.apk-dl.com/store/download?id=com.crazylabs.ttgirl,
STARDOM: HOLLYWOOD,Adventure,59M,3.5.0,21 May 2014,com.glu.stardomng,STARDOM: HOLLYWOOD,Adventure,59M,3.5.0,May 21, 2014,http://dl3.apk-dl.com/store/download?id=com.glu.stardomng,
Wolf Online,Adventure,172M,1.4.0,29 September 2015,com.hanaGames.WolfOnline,Wolf Online,Adventure,172M,1.4.0,September 29, 2015,http://dl3.apk-dl.com/root/apk/2015/10/2/com.hanaGames.WolfOnline_48.apk?f=Wolf Online_1.4.0_apk-dl.com.apk,
Mino Monsters 2: Evolution,Adventure,63M,4.0.104,4 July 2016,com.minogames.minomonsters,Mino Monsters 2: Evolution,Adventure,63M,4.0.104,July 4, 2016,http://dl3.apk-dl.com/root/apk/2016/7/6/com.minogames.minomonsters_792.apk?f=Mino Monsters 2: Evolution_4.0.104_apk-dl.com.apk,
Treasure Diving,Adventure,50M,1.172,1 July 2016,com.goplaytoday.divers,Treasure Diving,Adventure,50M,1.172,July 1, 2016,http://dl3.apk-dl.com/store/download?id=com.goplaytoday.divers,
Exploration Craft,Action,13M,1.0.2,6 July 2016,com.mousemobile.explorationcraft,Exploration Craft,Action,13M,1.0.2,July 6, 2016,http://dl3.apk-dl.com/root/apk/2016/7/10/com.mousemobile.explorationcraft_3.apk?f=Exploration Craft_1.0.2_apk-dl.com.apk,
Ninja UP!,Adventure,31M,1.0.1j,16 September 2014,com.gameloft.android.ANMP.GloftNJHM,Ninja UP!,Adventure,31M,1.0.1j,September 16, 2014,http://dl3.apk-dl.com/store/download?id=com.gameloft.android.ANMP.GloftNJHM,
